Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Ground,Summary
06/07/2008,14:00,"Yeco, Chile",Patagonia Airlines,,Puerto Montt - La Junta,Cessna 208 Grand Caravan,CC-CTR,208B-1137,10.0,0.0,The air taxi crashed about 18 km from its destination into a heavily wooded area.
08/19/1949,12:00,"Oldham, England",British European Airways,,Belfast - Manchester,Douglas DC-3,G-AHCY,12355,24.0,0.0,"Crashed into a cloud shrouded 1,500 ft.  mountain 15 nm short of its destination.  Navigational error and improper approach procedure. Failure to check the position of the aircraft accurately before descent from a safe altitude."
03/17/1979,19:44,"Near Moscow, Russia",Aeroflot,,Moscow - Odessa,Tupolev TU-104B,CCCP-42444,921001,106.0,0.0,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying aircraft type.
02/20/1956,02:40,"Near Cairo, Egypt",Transport Aerien Intercontinentaux (France),,Saigon - Paris,Douglas DC-6B,F-BGOD,43835/380,64.0,0.0,The flight crashed while on approach 18 miles SE of Cairo.  Pilot's inexperience in ILS approaches.  Improper approach.  Crew error. Crew fatigue.
01/26/1947,15:30,"Copenhagen, Denmark",KLM Royal Dutch Airlines,,Kobenhavn - Stockholm,Douglas C- C47A-30DK,PH-TCR,25479,22.0,0.0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed."
10/14/1919,,"Cantonsville, Maryland",US Aerial Mail Service,,,Curtiss R-4LM,32,,1.0,0.0,
07/16/1932,,"Mount El Plomo, near Vitacura, Chile",Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9.0,0.0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934."
02/16/1952,17:34,"Near Burgio, Italy",Hunting Air Travel,,Nice - Malta,Vickers 614 Viking 1,G-AHPI,142,31.0,0.0,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.
10/24/1980,09:47,"Gainsville, Florida",Tampa Air Center - Air Taxi,,"Bartow, FL - Lake City, FL",Beechcraft E18S,N65V,,3.0,0.0,"The aircraft experienced engine failure on final approach and collided with electronitowers. Inadequate maintenance and inspection of fuel system, filters, strainers and screens."
10/15/1986,,"Shiraz, Iran",Iran Air,,,Boeing 737-286,EP-IRG,20499/284,80.0,0.0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
10/10/1968,18:45,"Derry, Pennsylvania",Augusta Aviaiton - Air Taxi,,,Piper PA-23,N5140Y,,3.0,0.0,Collision with side of mountian. Improper IFR operation. Pilot did not follow published ADF approach. Premature descent.
12/28/1962,,"Rotterdam, The Netherlands",Carvair ATL-98,,"Southend, England - Rotterdam, The Netherlands",Channel Air Bridge,G-ARSF,18339,18.0,0.0,"The pilot carried out the final stage of approach below the normal glide path with insufficient engine power, as a result of which the speed of descent was too high in relation to the horizontal distance still to be covered to the beginning of the runway. Consequently, the aircraft, at a high vertical speed, hit a dyke, after facing the direction of approach."
09/16/2005,09:00,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4.0,0.0,"Crashed into Mount Morrocoy, 5 miles from the airport shortly after taking off. Wreckage found two days later."
05/30/1970,09:30,"Chamblee, Georgia",Lehigh Acres Development Inc.,701,"Chamblee, GA - Fort Myers,FL",Martin 404,N40412,14116,33.0,5.0,There was a loss of power as the aircraft climbed after taking off from DeKalb Peachtree Airport. The plane touched down and slid along a highway for one-half a mile striking a automobile killing 5 people. Loss of effective engine power because of improper fuel having been placed in the tanks by relatively untrained personnel. A contributing factor was the flightcrew did not detect the error.
09/25/1973,06:18,"Lincoln, Nebraska",Lisa Jet Inc. - Air Taxi,,"Lincoln, NB - Omaha, NB",Gates Lear 25,N40LB,,3.0,0.0,Crashed while in initial climb. Inadequate preflight preparation. Poor crew coordination.
04/02/1951,,"Bogota, Colombia",AVIANCA,,,Douglas DC-3,HK-142,1957,26.0,0.0,
04/15/1950,,"Santa Ana, Colombia",Lineas Aéreas Nacionales,,,Douglas C-47 (DC-3),HK-309,,25.0,0.0,
01/10/1938,15:07,"Bozeman, Montana",Northwest Orient Airlines,2,Seattle - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,10.0,0.0,"The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter 'natural resonance, or period of vibration' which resulted in the separation of the rudder and fins and loss of control of the aircraft."
12/14/1977,14:15,"Davenport, Indiana",Straley Flying Service - Air Taxi,,"Davenport, IA - Davenport, IA",Piper PA-34,N1634H,,2.0,0.0,Crashed while in holding pattern to land. Icing of vertical stabilizer. Aircraft not equipped to fly in icing conditions.
08/24/1938,08:00,"Wangmoon, China",China National Aviation Corporation,,Hong Kong - Chungking,Douglas DC-2,32,1369,17.0,0.0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin."
02/25/1981,17:30,"North Adams, Massachusetts",Berkshire Aviation - Air Taxi,,"North Adams, MA - New York, NY",Cessna 310R,N5489J,,3.0,0.0,Failed to obtain flying speed on takeoff and crashed. Airframe icing. Pitot heat off.
